Gender,Event,Location,Year,Medal,Name,Nationality,Result
M,4X100M Relay Men,Berlin,1936,S,null,ITA,41.1
M,4X100M Relay Men,Berlin,1936,B,null,GER,41.2
M,4X100M Relay Men,Amsterdam,1928,G,null,USA,41.0
M,4X100M Relay Men,Amsterdam,1928,S,null,GER,None
M,4X100M Relay Men,Amsterdam,1928,B,null,GBR,None
M,4X100M Relay Men,Antwerp,1920,G,null,USA,0:42.2
M,4X100M Relay Men,Antwerp,1920,S,null,FRA,0:42.6
M,4X100M Relay Men,Antwerp,1920,B,null,SWE,0:42.9
M,4X100M Relay Men,London,2012,G,null,JAM,36.84
M,4X100M Relay Men,London,2012,S,null,TTO,38.12
M,4X100M Relay Men,London,2012,B,null,FRA,38.16
M,4X100M Relay Men,Athens,2004,G,null,GBR,38.07
M,4X100M Relay Men,Athens,2004,S,null,USA,38.08
M,4X100M Relay Men,Athens,2004,B,null,NGR,38.23
M,4X100M Relay Men,Atlanta,1996,G,null,CAN,37.69
M,4X100M Relay Men,Atlanta,1996,S,null,USA,38.05
M,4X100M Relay Men,Atlanta,1996,B,null,BRA,38.41
M,4X100M Relay Men,Moscow,1980,G,null,URS,38.26
M,4X100M Relay Men,Moscow,1980,S,null,POL,38.33
M,4X100M Relay Men,Moscow,1980,B,null,FRA,38.53
M,4X100M Relay Men,Munich,1972,G,null,USA,38.19
M,4X100M Relay Men,Munich,1972,S,null,URS,38.5
M,4X100M Relay Men,Munich,1972,B,null,FRG,38.79
M,4X100M Relay Men,Tokyo,1964,G,null,USA,39.0
M,4X100M Relay Men,Tokyo,1964,S,null,POL,39.3
M,4X100M Relay Men,Tokyo,1964,B,null,FRA,39.3
M,4X100M Relay Men,Melbourne / Stockholm,1956,G,null,USA,39.5
M,4X100M Relay Men,Melbourne / Stockholm,1956,S,null,URS,39.8
M,4X100M Relay Men,Melbourne / Stockholm,1956,B,null,EUA,40.3
M,4X100M Relay Men,London,1948,G,null,USA,40.6
M,4X100M Relay Men,London,1948,S,null,GBR,41.3
M,4X100M Relay Men,London,1948,B,null,ITA,41.5
M,4X100M Relay Men,Los Angeles,1932,G,null,USA,40.0
M,4X100M Relay Men,Los Angeles,1932,S,null,GER,40.9
M,4X100M Relay Men,Los Angeles,1932,B,null,ITA,41.2
M,4X100M Relay Men,Paris,1924,G,null,USA,41.0
M,4X100M Relay Men,Paris,1924,S,null,GBR,41.2
M,4X100M Relay Men,Paris,1924,B,null,NED,41.8
M,4X100M Relay Men,Stockholm,1912,G,null,GBR,0:42.4
M,4X100M Relay Men,Stockholm,1912,S,null,SWE,0:42.6
M,4X400M Relay Men,Rio,2016,G,null,USA,None
M,4X400M Relay Men,Rio,2016,S,null,JAM,None
M,4X400M Relay Men,Rio,2016,B,null,BAH,None
M,4X400M Relay Men,Beijing,2008,G,null,USA,2:55.39
M,4X400M Relay Men,Beijing,2008,S,null,BAH,2:58.03
M,4X400M Relay Men,Sydney,2000,G,null,NGR,02:58.68
M,4X400M Relay Men,Sydney,2000,S,null,JAM,02:58.78
M,4X400M Relay Men,Sydney,2000,B,null,BAH,02:59.23
M,4X400M Relay Men,Barcelona,1992,G,null,USA,2:55.74
M,4X400M Relay Men,Barcelona,1992,S,null,CUB,2:59.51
M,4X400M Relay Men,Barcelona,1992,B,null,GBR,2:59.73
M,4X400M Relay Men,Los Angeles,1984,G,null,USA,2:57.91
M,4X400M Relay Men,Los Angeles,1984,S,null,GBR,2:59.13
M,4X400M Relay Men,Los Angeles,1984,B,null,NGR,2:59.32
M,4X400M Relay Men,Montreal,1976,G,null,USA,2:58.65
M,4X400M Relay Men,Montreal,1976,S,null,POL,3:01.43
M,4X400M Relay Men,Montreal,1976,B,null,FRG,3:01.98
M,4X400M Relay Men,Mexico,1968,G,null,USA,2:56.1
M,4X400M Relay Men,Mexico,1968,S,null,KEN,2:59.6
M,4X400M Relay Men,Mexico,1968,B,null,FRG,3:00.5
M,4X400M Relay Men,Rome,1960,G,null,USA,3:02.2
M,4X400M Relay Men,Rome,1960,S,null,EUA,3:02.7
M,4X400M Relay Men,Rome,1960,B,null,BWI,3:04.0
M,4X400M Relay Men,Helsinki,1952,G,null,JAM,3:03.9
M,4X400M Relay Men,Helsinki,1952,S,null,USA,3:04.0
M,4X400M Relay Men,Helsinki,1952,B,null,GER,3:06.6
M,4X400M Relay Men,Berlin,1936,G,null,GBR,3:09.0
M,4X400M Relay Men,Berlin,1936,S,null,USA,3:11.0
M,4X400M Relay Men,Berlin,1936,B,null,GER,3:11.8
M,4X400M Relay Men,Amsterdam,1928,G,null,USA,3:14.2
M,4X400M Relay Men,Amsterdam,1928,S,null,GER,None
M,4X400M Relay Men,Amsterdam,1928,B,null,CAN,None
M,4X400M Relay Men,Antwerp,1920,G,null,GBR,3:22.2
M,4X400M Relay Men,Antwerp,1920,S,null,RSA,3:23.0 est
M,4X400M Relay Men,Antwerp,1920,B,null,FRA,3:23.5 est
M,4X400M Relay Men,London,1908,G,null,USA,3:29.4
M,4X400M Relay Men,London,1908,S,null,GER,None
M,4X400M Relay Men,London,1908,B,null,HUN,None
M,4X400M Relay Men,London,2012,G,null,BAH,2:56.72
M,4X400M Relay Men,London,2012,S,null,USA,2:57.05
M,4X400M Relay Men,London,2012,B,null,TTO,2:59.40
M,4X400M Relay Men,Athens,2004,G,null,USA,2:55.91
M,4X400M Relay Men,Athens,2004,S,null,AUS,3:00.60
M,4X400M Relay Men,Athens,2004,B,null,NGR,3:00.90
M,4X400M Relay Men,Atlanta,1996,G,null,USA,2:55.99
M,4X400M Relay Men,Atlanta,1996,S,null,GBR,2:56.60
M,4X400M Relay Men,Atlanta,1996,B,null,JAM,2:59.42
M,4X400M Relay Men,Moscow,1980,G,null,URS,3:01.1
M,4X400M Relay Men,Moscow,1980,S,null,GDR,3:01.3
M,4X400M Relay Men,Moscow,1980,B,null,ITA,3:04.3
M,4X400M Relay Men,Munich,1972,G,null,KEN,2:59.8
M,4X400M Relay Men,Munich,1972,S,null,GBR,3:00.5
M,4X400M Relay Men,Munich,1972,B,null,FRA,3:00.7
M,4X400M Relay Men,Tokyo,1964,G,null,USA,3:00.7
M,4X400M Relay Men,Tokyo,1964,S,null,GBR,3:01.6
M,4X400M Relay Men,Tokyo,1964,B,null,TTO,3:01.7
M,4X400M Relay Men,Melbourne / Stockholm,1956,G,null,USA,3:04.8
M,4X400M Relay Men,Melbourne / Stockholm,1956,S,null,AUS,3:06.2
M,4X400M Relay Men,Melbourne / Stockholm,1956,B,null,GBR,3:07.2
M,4X400M Relay Men,London,1948,G,null,USA,3:10.4
M,4X400M Relay Men,London,1948,S,null,FRA,3:14.8
M,4X400M Relay Men,London,1948,B,null,SWE,3:16.0
M,4X400M Relay Men,Los Angeles,1932,G,null,USA,3:08.2
M,4X400M Relay Men,Los Angeles,1932,S,null,GBR,3:11.2
M,4X400M Relay Men,Los Angeles,1932,B,null,CAN,3:12.8
M,4X400M Relay Men,Paris,1924,G,null,USA,3:16.00
M,4X400M Relay Men,Paris,1924,S,null,SWE,3:17.00
M,4X400M Relay Men,Paris,1924,B,null,GBR,3:17.40
M,4X400M Relay Men,Stockholm,1912,G,null,USA,3:16.6
M,4X400M Relay Men,Stockholm,1912,S,null,FRA,3:20.7
M,4X400M Relay Men,Stockholm,1912,B,null,GBR,3:23.2
M,5000M Men,Rio,2016,G,Mohamed FARAH,GBR,13:03.30
M,5000M Men,Rio,2016,S,Paul Kipkemoi CHELIMO,USA,13:03.90
M,5000M Men,Rio,2016,B,Hagos GEBRHIWET,ETH,13:04.35
M,5000M Men,Beijing,2008,G,Kenenisa BEKELE,ETH,12:57.82
M,5000M Men,Beijing,2008,S,Eliud Kipchoge ROTICH,KEN,13:02.80
M,5000M Men,Beijing,2008,B,Edwin Cheruiyot SOI,KEN,13:06.22
M,5000M Men,Sydney,2000,G,Millon WOLDE,ETH,13:35.49
M,5000M Men,Sydney,2000,S,Ali SAIDI-SIEF,ALG,13:36.20
M,5000M Men,Sydney,2000,B,Brahim LAHLAFI,MAR,13:36.47
M,5000M Men,Barcelona,1992,G,Dieter BAUMANN,GER,13:12.52
M,5000M Men,Barcelona,1992,S,Paul BITOK,KEN,13:12.71
M,5000M Men,Barcelona,1992,B,Fita BAYISSA,ETH,13:13.03
M,5000M Men,Los Angeles,1984,G,SaÃ¯d AOUITA,MAR,13:05.59
M,5000M Men,Los Angeles,1984,S,Markus RYFFEL,SUI,13:07.54
M,5000M Men,Los Angeles,1984,B,AntÃ³nio LEITÃO,POR,13:09.20
M,5000M Men,Montreal,1976,G,Lasse VIREN,FIN,13:24.76
M,5000M Men,Montreal,1976,S,Dick Theodorus QUAX,NZL,13:25.16
M,5000M Men,Montreal,1976,B,Klaus-Peter HILDENBRAND,FRG,13:25.38
M,5000M Men,Mexico,1968,G,Mohamed GAMMOUDI,TUN,14:05.0
M,5000M Men,Mexico,1968,S,Kip KEINO,KEN,14:05.2
M,5000M Men,Mexico,1968,B,Naftali TEMU,KEN,14:06.4
M,5000M Men,Rome,1960,G,Murray HALBERG,NZL,13:43.4
M,5000M Men,Rome,1960,S,Hans GRODOTZKI,EUA,13:44.6
M,5000M Men,Rome,1960,B,Kazimierz ZIMNY,POL,13:44.8
M,5000M Men,Helsinki,1952,G,Emil ZÃTOPEK,TCH,14:06.6
M,5000M Men,Helsinki,1952,S,Alain MIMOUN,FRA,14:07.4
M,5000M Men,Helsinki,1952,B,Herbert SCHADE,GER,14:08.6
M,5000M Men,Berlin,1936,G,Gunnar HÃCKERT,FIN,14:22.2
M,5000M Men,Berlin,1936,S,Lauri LEHTINEN,FIN,14:25.8
M,5000M Men,Berlin,1936,B,Henry JONSSON-KÃLARNE,SWE,14:29.0
M,5000M Men,Amsterdam,1928,G,Ville RITOLA,FIN,14:38.0
M,5000M Men,Amsterdam,1928,S,Paavo NURMI,FIN,14:40.0
M,5000M Men,Amsterdam,1928,B,Edvin WIDE,SWE,14:41.2
M,5000M Men,Antwerp,1920,G,Joseph GUILLEMOT,FRA,14:55.6
M,5000M Men,Antwerp,1920,S,Paavo NURMI,FIN,15:00.0
M,5000M Men,Antwerp,1920,B,Eric BACKMAN,SWE,15:13.0
M,5000M Men,London,2012,G,Mohamed FARAH,GBR,13:41.66
M,5000M Men,London,2012,S,Dejen GEBREMESKEL,ETH,13:41.98
M,5000M Men,London,2012,B,Thomas Pkemei LONGOSIWA,KEN,13:42.36
M,5000M Men,Athens,2004,G,Hicham EL GUERROUJ,MAR,13:14.39
M,5000M Men,Athens,2004,S,Kenenisa BEKELE,ETH,13:14.59
M,5000M Men,Athens,2004,B,Eliud Kipchoge ROTICH,KEN,13:15.10
M,5000M Men,Atlanta,1996,G,Venuste NIYONGABO,BDI,13:07.96
M,5000M Men,Atlanta,1996,S,Paul BITOK,KEN,13:08.16
M,5000M Men,Atlanta,1996,B,Khalid BOULAMI,MAR,13:08.37
M,5000M Men,Moscow,1980,G,Miruts YIFTER,ETH,13:21.0
M,5000M Men,Moscow,1980,S,Suleiman NYAMBUI,TAN,13:21.6
M,5000M Men,Moscow,1980,B,Kaarlo MAANINKA,FIN,13:22.0
M,5000M Men,Munich,1972,G,Lasse VIREN,FIN,13:26.42
M,5000M Men,Munich,1972,S,Mohamed GAMMOUDI,TUN,13:27.33
M,5000M Men,Munich,1972,B,Ian STEWART,GBR,13:27.61
M,5000M Men,Tokyo,1964,G,Robert Keyser SCHUL,USA,13:48.8
M,5000M Men,Tokyo,1964,S,Harald NORPOTH,EUA,13:49.6
M,5000M Men,Tokyo,1964,B,Bill DELLINGER,USA,13:49.8
M,5000M Men,Melbourne / Stockholm,1956,G,Vladimir KUTS,URS,13:39.6
M,5000M Men,Melbourne / Stockholm,1956,S,Gordon PIRIE,GBR,13:50.6
M,5000M Men,Melbourne / Stockholm,1956,B,Derek IBBOTSON,GBR,13:54.4
M,5000M Men,London,1948,G,Gaston REIFF,BEL,14:17.6
M,5000M Men,London,1948,S,Emil ZÃTOPEK,TCH,14:17.8
M,5000M Men,London,1948,B,Willem SLIJKHUIS,NED,14:26.8
M,5000M Men,Los Angeles,1932,G,Lauri LEHTINEN,FIN,14:30.0
M,5000M Men,Los Angeles,1932,S,Ralph HILL,USA,14:30.0
M,5000M Men,Los Angeles,1932,B,Lauri VIRTANEN,FIN,14:44.0
M,5000M Men,Paris,1924,G,Paavo NURMI,FIN,14:31.2
M,5000M Men,Paris,1924,S,Ville RITOLA,FIN,14:31.4
M,5000M Men,Paris,1924,B,Edvin WIDE,SWE,15:01.8
M,5000M Men,Stockholm,1912,G,Hannes KOLEHMAINEN,FIN,14:36.6
M,5000M Men,Stockholm,1912,S,Jean BOUIN,FRA,14:36.7
M,5000M Men,Stockholm,1912,B,George HUTSON,GBR,15:07.6
M,50Km Race Walk Men,Rio,2016,G,Matej TOTH,SVK,3:40:58
M,50Km Race Walk Men,Rio,2016,S,Jared TALLENT,AUS,3:41:16
M,50Km Race Walk Men,Rio,2016,B,Hirooki ARAI,JPN,3:41:24
M,50Km Race Walk Men,Beijing,2008,G,Alex SCHWAZER,ITA,3h37:09
M,50Km Race Walk Men,Beijing,2008,S,Jared TALLENT,AUS,3h39:27
M,50Km Race Walk Men,Beijing,2008,B,Denis NIZHEGORODOV,RUS,3h40:14
M,50Km Race Walk Men,Sydney,2000,G,Robert KORZENIOWSKI,POL,03h42:22
M,50Km Race Walk Men,Sydney,2000,S,Aigars FADEJEVS,LAT,03h43:40
M,50Km Race Walk Men,Sydney,2000,B,Joel SANCHEZ GUERRERO,MEX,03h44:36
M,50Km Race Walk Men,Barcelona,1992,G,Andrey PERLOV,EUN,3:50:13
M,50Km Race Walk Men,Barcelona,1992,S,Carlos MERCENARIO,MEX,3:52:09
M,50Km Race Walk Men,Barcelona,1992,B,Ronald WEIGEL,GER,3:53:45
M,50Km Race Walk Men,Los Angeles,1984,G,RaÃºl GONZÃLEZ,MEX,3:47:26
M,50Km Race Walk Men,Los Angeles,1984,S,Bo GUSTAFSSON,SWE,3:53:19
M,50Km Race Walk Men,Los Angeles,1984,B,Sandro BELLUCCI,ITA,3:53:45
M,50Km Race Walk Men,Munich,1972,G,Bernd KANNENBERG,FRG,3:56:11.6
M,50Km Race Walk Men,Munich,1972,S,Veniamin SOLDATENKO,URS,3:58:24.0
M,50Km Race Walk Men,Munich,1972,B,Larry YOUNG,USA,4:00:46.0
M,50Km Race Walk Men,Tokyo,1964,G,Abdon PAMICH,ITA,4:11:12.4
M,50Km Race Walk Men,Tokyo,1964,S,Paul Vincent NIHILL,GBR,4:11:31.2
M,50Km Race Walk Men,Tokyo,1964,B,Ingvar PETTERSSON,SWE,4:14:17.4
M,50Km Race Walk Men,Melbourne / Stockholm,1956,G,Norman READ,NZL,4:30:42.8
M,50Km Race Walk Men,Melbourne / Stockholm,1956,S,Yevgeni MASKINSKOV,URS,4:32:57.0
M,50Km Race Walk Men,Melbourne / Stockholm,1956,B,John LJUNGGREN,SWE,4:35:02.0
M,50Km Race Walk Men,London,1948,G,John LJUNGGREN,SWE,4:41:52
M,50Km Race Walk Men,London,1948,S,Gaston GODEL,SUI,4:48:17
M,50Km Race Walk Men,London,1948,B,Terence Lloyd JOHNSON,GBR,4:48:31
M,50Km Race Walk Men,Los Angeles,1932,G,Thomas William GREEN,GBR,4:50:10
M,50Km Race Walk Men,Los Angeles,1932,S,Janis DALINS,LAT,4:57:20
M,50Km Race Walk Men,Los Angeles,1932,B,Ugo FRIGERIO,ITA,4:59:06
M,50Km Race Walk Men,London,2012,G,Jared TALLENT,AUS,3:36:53
M,50Km Race Walk Men,London,2012,S,Tianfeng SI,CHN,3:37:16
M,50Km Race Walk Men,London,2012,B,Robert HEFFERNAN,IRL,3:37:54
M,50Km Race Walk Men,Athens,2004,G,Robert KORZENIOWSKI,POL,3h38:46
M,50Km Race Walk Men,Athens,2004,S,Denis NIZHEGORODOV,RUS,3h42:50
M,50Km Race Walk Men,Athens,2004,B,Aleksey VOYEVODIN,RUS,3h43:34
M,50Km Race Walk Men,Atlanta,1996,G,Robert KORZENIOWSKI,POL,3:43:30
M,50Km Race Walk Men,Atlanta,1996,S,Mikhail SHCHENNIKOV,RUS,3:43:46
M,50Km Race Walk Men,Atlanta,1996,B,Valentin MASSANA,ESP,3:44:19
M,50Km Race Walk Men,Seoul,1988,G,Vyacheslav IVANENKO,URS,3:38:29
M,50Km Race Walk Men,Seoul,1988,S,Ronald WEIGEL,GDR,3:38:56
M,50Km Race Walk Men,Seoul,1988,B,Hartwig GAUDER,GDR,3:39:45
M,50Km Race Walk Men,Moscow,1980,G,Hartwig GAUDER,GDR,3:49:24.0
M,50Km Race Walk Men,Moscow,1980,S,Jorge LLOPART,ESP,3:51:25.0
M,50Km Race Walk Men,Moscow,1980,B,Yevgeny Mikhaylovich IVCHENKO,URS,3:56:32.0
M,50Km Race Walk Men,Mexico,1968,G,Christoph HÃHNE,GDR,4:20:13.6
M,50Km Race Walk Men,Mexico,1968,S,Antal KISS,HUN,4:30:17.0
M,50Km Race Walk Men,Mexico,1968,B,Larry YOUNG,USA,4:31:55.4
M,50Km Race Walk Men,Rome,1960,G,Donald James THOMPSON,GBR,4:25:30.0
M,50Km Race Walk Men,Rome,1960,S,John LJUNGGREN,SWE,4:25:47.0
M,50Km Race Walk Men,Rome,1960,B,Abdon PAMICH,ITA,4:27:55.4
M,50Km Race Walk Men,Helsinki,1952,G,Giuseppe DORDONI,ITA,4:28:07.8
M,50Km Race Walk Men,Helsinki,1952,S,Josef DOLEZAL,TCH,4:30:17.8
M,50Km Race Walk Men,Helsinki,1952,B,Antal RÃKA,HUN,4:31:27.2
M,50Km Race Walk Men,Berlin,1936,G,Harold WHITLOCK,GBR,4:30:41.4
M,50Km Race Walk Men,Berlin,1936,S,Arthur SCHWAB,SUI,4:32:09.2
M,50Km Race Walk Men,Berlin,1936,B,Adalberts BUBENKO,LAT,4:32:42.2
M,800M Men,Rio,2016,G,David Lekuta RUDISHA,KEN,1:42.15
M,800M Men,Rio,2016,S,Taoufik MAKHLOUFI,ALG,1:42.61
M,800M Men,Rio,2016,B,Clayton MURPHY,USA,1:42.93
M,800M Men,Beijing,2008,G,Wilfred BUNGEI,KEN,1:44.65
M,800M Men,Beijing,2008,S,Ismail Ahmed ISMAIL,SUD,1:44.70
M,800M Men,Beijing,2008,B,Alfred Kirwa YEGO,KEN,1:44.82
M,800M Men,Sydney,2000,G,Nils SCHUMANN,GER,01:45.08
M,800M Men,Sydney,2000,S,Wilson KIPKETER,DEN,01:45.14
M,800M Men,Sydney,2000,B,Djabir SAID GUERNI,ALG,01:45.16
M,800M Men,Barcelona,1992,G,William TANUI,KEN,1:43.66
M,800M Men,Barcelona,1992,S,Nixon KIPROTICH,KEN,1:43.70
M,800M Men,Barcelona,1992,B,Johnny GRAY,USA,1:43.97
M,800M Men,Los Angeles,1984,G,Joaquim CRUZ,BRA,1:43.00
M,800M Men,Los Angeles,1984,S,Sebastian COE,GBR,1:43.64
M,800M Men,Los Angeles,1984,B,Earl JONES,USA,1:43.83
M,800M Men,Montreal,1976,G,Alberto JUANTORENA,CUB,1:43.50
M,800M Men,Montreal,1976,S,Ivo VAN DAMME,BEL,1:43.86
M,800M Men,Montreal,1976,B,Richard Charles WOHLHUTER,USA,1:44.12
M,800M Men,Mexico,1968,G,Ralph DOUBELL,AUS,1:44.3
M,800M Men,Mexico,1968,S,Wilson KIPRUGUT,KEN,1:44.5
M,800M Men,Mexico,1968,B,Thomas Francis FARRELL,USA,1:45.4
M,800M Men,Rome,1960,G,Peter SNELL,NZL,1:46.3
M,800M Men,Rome,1960,S,Roger MOENS,BEL,1:46.5
M,800M Men,Rome,1960,B,George KERR,BWI,1:47.1
M,800M Men,Helsinki,1952,G,Mal WHITFIELD,USA,1:49.2
M,800M Men,Helsinki,1952,S,Arthur WINT,JAM,1:49.4
M,800M Men,Helsinki,1952,B,Heinz ULZHEIMER,GER,1:49.7
M,800M Men,Berlin,1936,G,John WOODRUFF,USA,1:52.9
M,800M Men,Berlin,1936,S,Mario LANZI,ITA,1:53.3
M,800M Men,Berlin,1936,B,Philip EDWARDS,CAN,1:53.6
M,800M Men,Amsterdam,1928,G,Douglas LOWE,GBR,1:51.8
M,800M Men,Amsterdam,1928,S,Erik BYLÃHN,SWE,1:52.8
M,800M Men,Amsterdam,1928,B,Hermann ENGELHARD,GER,1:53.2
M,800M Men,Antwerp,1920,G,Albert HILL,GBR,1:53.4
M,800M Men,Antwerp,1920,S,Earl EBY,USA,1:53.6
M,800M Men,Antwerp,1920,B,Bevil RUDD,RSA,1:54.0
M,800M Men,London,1908,G,Melvin SHEPPARD,USA,1:52.8
M,800M Men,London,1908,S,Emilio LUNGHI,ITA,1:54.2
M,800M Men,London,1908,B,Hanns BRAUN,GER,1:55.2
M,800M Men,Paris,1900,G,Alfred TYSOE,GBR,2:01.2
M,800M Men,Paris,1900,S,John CREGAN,USA,2:01.6
M,800M Men,Paris,1900,B,David HALL,USA,None
M,800M Men,London,2012,G,David Lekuta RUDISHA,KEN,1:40.91
M,800M Men,London,2012,S,Nijel AMOS,BOT,1:41.73
M,800M Men,London,2012,B,Timothy KITUM,KEN,1:42.53
M,800M Men,Athens,2004,G,Yuriy BORZAKOVSKIY,RUS,1:44.45
M,800M Men,Athens,2004,S,Mbulaeni MULAUDZI,RSA,1:44.61
M,800M Men,Athens,2004,B,Wilson KIPKETER,DEN,1:44.65
M,800M Men,Atlanta,1996,G,VebjÃ¸rn RODAL,NOR,1:42.58
M,800M Men,Atlanta,1996,S,Hezekiel SEPENG,RSA,1:42.74
M,800M Men,Atlanta,1996,B,Fred ONYANCHA,KEN,1:42.79
M,800M Men,Moscow,1980,G,Steve OVETT,GBR,1:45.4
M,800M Men,Moscow,1980,S,Sebastian COE,GBR,1:45.9
M,800M Men,Moscow,1980,B,Nikolai KIROV,URS,1:46.0
M,800M Men,Munich,1972,G,David James WOTTLE,USA,1:45.86
M,800M Men,Munich,1972,S,Yevgeni ARZHANOV,URS,1:45.89
M,800M Men,Munich,1972,B,Mike BOIT,KEN,1:46.01
M,800M Men,Tokyo,1964,G,Peter SNELL,NZL,1:45.1
M,800M Men,Tokyo,1964,S,William CROTHERS,CAN,1:45.6
M,800M Men,Tokyo,1964,B,Wilson KIPRUGUT,KEN,1:45.9
M,800M Men,Melbourne / Stockholm,1956,G,Thomas COURTNEY,USA,1:47.7
M,800M Men,Melbourne / Stockholm,1956,S,Derek JOHNSON,GBR,1:47.8
M,800M Men,Melbourne / Stockholm,1956,B,Audun BOYSEN,NOR,1:48.1
M,800M Men,London,1948,G,Mal WHITFIELD,USA,1:49.2
M,800M Men,London,1948,S,Arthur WINT,JAM,1:49.5
M,800M Men,London,1948,B,Marcel HANSENNE,FRA,1:49.8
M,800M Men,Los Angeles,1932,G,Thomas HAMPSON,GBR,1:49.8
M,800M Men,Los Angeles,1932,S,Alex WILSON,CAN,1:49.9
M,800M Men,Los Angeles,1932,B,Philip EDWARDS,CAN,None
M,800M Men,Paris,1924,G,Douglas LOWE,GBR,1:52.4
M,800M Men,Paris,1924,S,Paul MARTIN,SUI,1:52.6
M,800M Men,Paris,1924,B,Schuyler ENCK,USA,1:53.0
M,800M Men,Stockholm,1912,G,James Edwin MEREDITH,USA,1:51.9
M,800M Men,Stockholm,1912,S,Melvin SHEPPARD,USA,1:52.0
M,800M Men,Stockholm,1912,B,Ira DAVENPORT,USA,1:52.0
M,800M Men,St Louis,1904,G,James LIGHTBODY,USA,1:56.0
M,800M Men,St Louis,1904,S,Howard VALENTINE,USA,1:56.3
M,800M Men,St Louis,1904,B,Emil BREITKREUTZ,USA,1:56.4
M,800M Men,Athens,1896,G,Edwin FLACK,AUS,2:11.0
M,800M Men,Athens,1896,S,NÃ¡ndor DÃNI,HUN,2:11.8
M,800M Men,Athens,1896,B,Dimitrios GOLEMIS,GRE,2:28.0
M,Decathlon Men,Rio,2016,G,Ashton EATON,USA,8893.0
M,Decathlon Men,Rio,2016,S,Kevin MAYER,FRA,8834.0
M,Decathlon Men,Rio,2016,B,Damian WARNER,CAN,8666.0
M,Decathlon Men,Beijing,2008,G,Bryan CLAY,USA,8791.0
M,Decathlon Men,Beijing,2008,S,Andrei KRAUCHANKA,BLR,8551.0
M,Decathlon Men,Beijing,2008,B,Leonel SUAREZ,CUB,8527.0
M,Decathlon Men,Sydney,2000,G,Erki NOOL,EST,8641.0
M,Decathlon Men,Sydney,2000,S,Roman SEBRLE,CZE,8606.0
M,Decathlon Men,Sydney,2000,B,Chris HUFFINS,USA,8595.0
M,Decathlon Men,Barcelona,1992,G,Robert ZMELÃK,TCH,8611.0
M,Decathlon Men,Barcelona,1992,S,Antonio PENALVER ASENSIO,ESP,8412.0
M,Decathlon Men,Barcelona,1992,B,Dave JOHNSON,USA,8309.0
M,Decathlon Men,Los Angeles,1984,G,Daley THOMPSON,GBR,8798.0
M,Decathlon Men,Los Angeles,1984,S,JÃ¼rgen HINGSEN,FRG,8673.0
M,Decathlon Men,Los Angeles,1984,B,Siegfried WENTZ,FRG,8412.0
M,Decathlon Men,Montreal,1976,G,Bruce JENNER,USA,8618.0
M,Decathlon Men,Montreal,1976,S,Guido KRATSCHMER,FRG,8411.0
M,Decathlon Men,Montreal,1976,B,Nikolay AVILOV,URS,8369.0
M,Decathlon Men,Mexico,1968,G,Bill TOOMEY,USA,8193.0
M,Decathlon Men,Mexico,1968,S,Hans-Joachim WALDE,FRG,8111.0
M,Decathlon Men,Mexico,1968,B,Kurt BENDLIN,FRG,8064.0
M,Decathlon Men,Rome,1960,G,Rafer JOHNSON,USA,8392.0
M,Decathlon Men,Rome,1960,S,Chuan-Kwang YANG,TPE,8334.0
M,Decathlon Men,Rome,1960,B,Vasily KUZNETSOV,URS,7809.0
M,Decathlon Men,Helsinki,1952,G,Bob MATHIAS,USA,7887.0
M,Decathlon Men,Helsinki,1952,S,Milton Gray CAMPBELL,USA,6975.0
M,Decathlon Men,Helsinki,1952,B,Floyd SIMMONS,USA,6788.0
M,Decathlon Men,Berlin,1936,G,Glenn MORRIS,USA,7900.0
M,Decathlon Men,Berlin,1936,S,Robert Hyatt CLARK,USA,7601.0
M,Decathlon Men,Berlin,1936,B,Jack PARKER,USA,7275.0
M,Decathlon Men,Amsterdam,1928,G,Paavo YRJÃLÃ,FIN,8053.29  P.
M,Decathlon Men,Amsterdam,1928,S,Aki JÃRVINEN,FIN,7931.50  P.
M,Decathlon Men,Amsterdam,1928,B,John Kenneth DOHERTY,USA,7706.65  P.
M,Decathlon Men,Antwerp,1920,G,Helge LÃVLAND,NOR,6803.355
M,Decathlon Men,Antwerp,1920,S,Brutus HAMILTON,USA,6771.085
